gene_id	gene_name	H27	H45	H91	H74	H2	H47	H56	H87	FDR	log2FC
ENSG00000197653	DNAH10	3.031418135226646	3.4063428851793103	4.104164186636963	2.7972738848420855	3.655318823723476	3.352728162599587	3.132568781979644	2.9785421644190127	0.9227795527925697	-0.0550102897908209
ENSG00000197706	OR6C74	0	2.0858377487282116	1.3726867903089206	0	2.6731985889850716	2.7950530069289905	0	0	0.7817000759062	0.5024317642192324
ENSG00000197728	RPS26	11.903315928971587	10.563087121366355	13.206861845374515	12.265560885036171	10.743977363361738	10.61851832125456	11.103996031668355	9.347200302584712	0.19131658267539972	-1.5312834404698155
ENSG00000197837	H4-16	12.265560885036171	12.955532887870033	11.103996031668355	13.206861845374515	10.990694262475644	11.316048315529317	11.008582439478321	10.880887822401787	0.12535449494952924	-1.333934702516002
ENSG00000197992	CLEC9A	3.8478097197584367	4.045116433626467	4.50246528314415	5.382960218556528	5.55679925408041	5.550148477653695	5.483391969696574	5.200618844617556	0.11950437385060604	1.0031517227406628
ENSG00000198001	IRAK4	9.752153369265246	9.90046450614441	9.716173077249493	9.961139949651203	10.450946115555748	10.129954660864096	10.450946115555748	10.105794054097581	0.057322682478008175	0.45192751094070616
ENSG00000198015	MRPL42	9.64772611891219	8.602455150510805	8.37253484535308	8.335571037024817	7.928430984079304	7.677875910167165	7.6673067869007205	7.880704896348222	0.11112282611404523	-0.9509921435763697
ENSG00000198040	ZNF84	7.627476443639138	7.842395253277089	7.329411300253634	7.372296778774653	6.956082998262922	6.3541544342777705	7.023773986845594	6.394494358525021	0.057322682478008175	-0.8607684995083016
ENSG00000198056	PRIM1	7.560230612303427	7.251409068010292	6.413769983068679	6.903965025700727	6.27628057321358	5.84831269321468	6.461908612847575	6.867334531077211	0.23873468379926807	-0.6688845696825201
ENSG00000198178	CLEC4C	6.138814773456189	6.130282337342357	2.4091130632873297	6.602276129625875	7.6673067869007205	8.602455150510805	0	8.472593999783719	0.8539206766611495	0.8654674083708729
ENSG00000198270	TMEM116	7.294982211280964	7.627476443639138	6.982250120082868	7.41892689828641	6.691408921661314	6.130282337342357	6.753078064915356	5.830892764971617	0.06686960963741655	-0.9794933960996843
ENSG00000198324	PHETA1	3.6860052195869626	4.075882694669514	3.176080135298008	4.466926214985051	4.269937091777167	3.9856757244074545	3.50561074537137	3.980353469176599	0.889393553687245	0.0841706915482634
ENSG00000198353	HOXC4	3.3405206289425173	2.5326893996524418	2.912230526701062	0	2.906612320989154	2.962149681678914	4.10067505779066	0	0.8922111438235681	0.2959991262906767
ENSG00000198393	ZNF26	7.623718180125893	7.78244196732791	5.5967288133005395	7.235062849184806	6.77218071134763	6.899689281574285	6.791615211633004	6.3541544342777705	0.7113238578919289	-0.3550780427766149
ENSG00000198431	TXNRD1	9.37184428119565	9.695957188238845	9.503699787307488	10.146716180267713	10.222236640908001	10.285938026661045	10.381644036873656	10.020896384446838	0.11373633958044199	0.5481244129699601
ENSG00000198598	MMP17	3.724633574787538	3.9094792798886155	3.9627570488986996	4.067012833237076	4.1140470893467125	3.4469618362971812	3.372098761633144	3.70176311660183	0.4075560787058298	-0.25725298323326484
ENSG00000198673	TAFA2	6.641319080105387	7.727250768716212	7.155200416871791	7.130589865961675	8.945346015850497	8.872095927938885	8.659993082827691	8.595392074328041	0.013776821182644686	1.604616742322511
ENSG00000198707	CEP290	7.059667586972854	7.255284868624949	6.8083059644592305	6.982250120082868	6.598112381001546	5.945375123829733	6.101385830740673	6.338188170174664	0.041154995911861836	-0.7806117585983205
ENSG00000198855	FICD	6.197857832258901	5.5967288133005395	5.322428771956215	5.954533181067278	5.429237713454487	6.380710457689677	5.642308758641481	5.327068374148127	0.8994940560725075	-0.07305582366228958
ENSG00000200795	RNU4-1	13.804698552649615	12.595918033272136	8.777890883741252	11.46611589299193	12.480512555944825	12.0225961766132	9.84265061059089	10.000912551785298	0.8177329335361234	-0.5744878669301787
ENSG00000200830	RN7SKP134	5.036096930587204	0	0	0	6.148543173410743	5.392886612543959	6.561281868837512	0	0.33618884857318543	3.266653681051253
ENSG00000201428	RN7SKP71	13.54330660703275	12.675059861984348	10.369164799117565	12.850530070091589	13.54330660703275	12.850530070091589	11.903315928971587	11.511370004315857	0.9504509296966206	0.09261531804638423
ENSG00000202538	RNU4-2	16.082353991497484	13.804698552649615	11.46611589299193	13.909909578724152	14.801458366291076	14.00932188400117	12.791660413755121	12.850530070091589	0.9136982595593113	-0.2025268204310553
ENSG00000204603	LINC01257	0	0	2.507384666315503	0	2.9166076753248364	0	2.8566256929559173	0	0.6728428204445458	0.8164621754913127
ENSG00000204842	ATXN2	8.595392074328041	7.203433091333745	7.917185294325394	7.243443605360146	7.476988674782258	7.587270471323488	7.476988674782258	7.5839779321695415	0.7376832449923119	-0.20855707807244528
ENSG00000204852	TCTN1	5.6595845783338	6.815502579825351	7.673955388016803	6.192648480035895	5.87170729617521	6.3888094842037795	5.354570080881336	6.426228267476587	0.5121757636854376	-0.575093974368734
ENSG00000204856	FAM216A	5.945375123829733	6.72910986939538	6.454724888601408	6.080974992575288	6.14371932660508	5.811415814148172	5.495911550651506	6.691408921661314	0.6469004841678938	-0.2669323153339347
ENSG00000204954	C12orf73	5.223148103811793	5.460083237632138	4.985900349319434	5.048167881878642	4.726059477997578	5.327068374148127	4.198420465086491	4.945872373133403	0.38864200679548927	-0.37996972056910217
